l5e1,l5e2,l5e3,l5e4,l5e5,l5e6,l5e7,l5e8,l7e1,l7e2,l7e3,l7e4,l7e5,l7e6,l7e7,l7e8,maj_class
708,927,502,1559,1475,1744,1148,844,1135,1550,945,1205,1094,1060,1317,974,540
917,1129,711,962,962,1502,1316,1603,1075,1434,1478,939,989,992,1289,1032,485
1682,1672,1249,1011,1002,474,1070,705,973,1434,1034,996,1029,952,1160,1580,991
778,1561,802,1111,926,1541,1325,1131,1121,1426,1297,925,1168,1064,1181,1098,472
985,1492,820,993,1142,911,1464,1322,1109,1313,974,923,1120,915,1309,1597,361
1667,1445,1079,933,744,1077,1045,1083,1085,1433,1188,887,1120,992,1104,1471,390
647,1324,417,1109,1186,1034,1735,1587,1108,1491,1000,852,991,965,1234,1602,297
736,1230,722,1549,1285,1680,1007,960,1042,1415,1099,1042,1394,1010,1216,1062,540
1744,1614,1156,1040,852,709,908,814,1010,1424,868,1107,981,896,1153,1741,991
1068,1344,625,1194,1129,1421,1353,972,1079,1357,956,1081,900,1097,1249,1518,143
1195,1315,682,992,880,1383,1012,1626,1115,1399,1450,1004,950,929,1198,1235,485
1113,1286,588,1162,992,1090,1524,1423,1113,1279,1025,924,952,944,1217,1662,297
1107,1398,767,1171,1144,813,1497,1263,1058,1273,850,944,1118,994,1344,1642,361
740,1483,932,1292,1076,1620,1036,976,1097,1337,1248,1033,1381,981,1175,1028,472
1084,1287,737,1466,1175,1620,986,686,1120,1353,939,1088,1197,982,1372,1229,540
1695,1683,1041,1093,1102,514,1130,672,976,1585,831,1121,885,963,1151,1676,991
1609,1548,866,1244,895,1042,1069,885,1039,1420,1145,939,1102,993,1107,1535,390
1379,1135,712,1292,1151,1539,1176,804,1073,1362,848,1197,876,1109,1276,1518,143
1200,1261,416,1062,963,1027,1662,1505,1094,1365,1015,965,935,977,1248,1652,297
967,1365,692,1005,966,1418,1209,1526,1095,1412,1319,1046,925,970,1371,1142,485
1743,1496,1114,1059,1069,724,989,727,974,1336,881,1083,1014,1009,1254,1668,991
838,1323,626,1574,1249,1688,1100,566,1107,1506,1089,1089,1268,1038,1241,942,540
910,1389,653,1004,1287,1151,1600,1134,1102,1446,1023,1094,934,1027,1352,1302,361
916,1411,831,1120,1074,1602,1187,1058,1028,1308,1358,960,1308,917,1152,1249,472
905,1289,474,1122,1079,1010,1617,1416,1023,1506,986,927,886,908,1223,1699,297
1362,1121,604,1346,1131,1592,1284,766,1020,1346,758,1179,850,1070,1379,1656,143
1744,1422,886,953,932,948,1060,989,1100,1364,1175,906,1134,940,1183,1478,390
1302,997,804,1021,1040,1248,1332,1515,1051,1486,1320,1070,901,929,1226,1297,485
1114,1383,811,1383,824,1616,1107,893,1057,1305,1192,1076,1301,1061,1145,1143,472
840,1381,644,1116,1171,1266,1538,1228,1033,1371,926,842,1029,1011,1358,1579,361
915,1167,880,1571,1176,1598,1170,674,1128,1346,1022,973,1361,928,1362,1160,540
1662,1428,1230,1263,1011,654,1036,597,1037,1459,1007,1040,1073,921,1194,1549,991
1306,1249,558,1486,957,1518,1239,811,1118,1329,953,1112,968,1154,1305,1341,143
1605,1209,893,1031,932,1037,1182,889,1116,1332,1199,980,1175,939,1246,1293,390
1053,1291,542,1160,937,1117,1657,1470,1081,1387,852,916,883,1052,1416,1635,297
1109,1035,557,1137,801,1656,1249,1575,1141,1384,1320,1134,902,1000,1320,1079,485
1666,1398,1156,1165,998,696,995,658,988,1408,809,1117,975,1003,1327,1618,991
907,1401,626,1600,1387,1593,1017,517,991,1488,983,980,1366,972,1274,1226,540
1525,1324,506,1185,872,1473,1426,864,1200,1301,1020,1095,796,1005,1420,1442,143
1062,1515,852,1344,1120,1507,1039,681,1057,1471,1267,964,1257,959,1166,1139,472
906,1664,685,988,1244,1035,1633,969,1008,1516,961,1012,1036,925,1299,1492,361
1727,1492,1016,983,1021,887,1126,887,1043,1583,1094,952,1111,890,1146,1461,390
1742,1668,907,1163,1034,845,953,732,913,1601,1039,1038,980,921,1106,1604,991
978,1605,626,1304,947,1689,1294,697,1090,1449,1226,1118,1139,1076,1138,1044,472
1176,1084,552,1090,987,1328,1345,1601,1044,1518,1338,1117,868,891,1297,1204,485
1196,1468,399,1194,988,1668,1300,869,1086,1419,1015,1068,902,1097,1233,1460,143
748,1621,725,1063,1289,1110,1600,1099,1047,1509,1066,914,1201,888,1255,1400,361
676,1231,513,1527,1344,1675,1128,897,1019,1585,1092,1040,1264,963,1326,991,540
935,1431,633,1213,930,834,1576,1553,1034,1519,858,908,947,990,1231,1664,297
1200,1292,1073,1208,913,1650,910,864,1092,1297,1201,1005,1328,1034,1198,1125,472
1734,1497,1169,1168,1059,682,894,900,948,1452,893,1211,960,1032,1242,1502,991
1667,1410,1013,955,856,1066,1001,1128,1044,1393,1240,973,1094,923,1307,1306,390
759,1439,453,1155,1148,997,1699,1336,1168,1459,874,1057,829,1032,1466,1378,361
699,1296,499,1614,1274,1561,1344,777,1020,1573,968,1012,1189,1041,1214,1232,540
1284,1003,640,961,1065,1604,970,1539,1084,1296,1413,1126,851,1004,1319,1187,485
1000,1222,481,1186,1280,1720,1339,877,1103,1374,1012,1146,848,1087,1330,1380,143
863,1042,498,1070,1218,1147,1646,1615,1148,1438,793,936,960,967,1224,1688,297
1666,1405,1198,1254,907,633,903,821,968,1412,873,1009,1099,984,1164,1655,991
767,1394,691,1256,1037,1744,1300,920,1102,1390,1164,1043,1167,1038,1158,1218,472
1308,1594,738,1215,897,1384,1231,698,1195,1370,892,1065,945,998,1273,1523,143
569,1398,744,1211,1410,1069,1433,1343,1055,1339,905,875,1203,966,1279,1626,361
1088,1120,582,995,1248,1380,1356,1462,1111,1486,1208,1136,823,973,1459,1049,485
736,1228,665,1451,1204,1671,1342,614,1062,1525,1064,989,1285,960,1355,1038,540
1439,1085,1074,1116,1067,1295,995,1103,987,1336,1026,986,1151,1048,1268,1478,390
830,1249,457,1003,1051,738,1744,1619,1011,1371,957,854,1071,934,1238,1706,297
1703,1683,844,1072,1052,706,1147,762,934,1676,880,1107,875,1006,1188,1534,991
1045,1402,475,1305,1240,1412,1484,873,1093,1477,1040,1088,761,1040,1361,1416,143
743,1489,693,1310,1069,1557,1362,846,1118,1529,1032,1045,1126,1060,1242,1128,472
763,1137,545,1478,1313,1688,1491,667,1093,1537,967,1001,1135,990,1280,1277,540
1063,1132,669,1040,940,1598,1083,1630,1009,1382,1451,1085,990,938,1257,1168,485
1273,1387,595,1216,974,1102,1385,1348,1072,1344,955,1022,858,942,1378,1686,297
957,1330,780,1078,1151,1078,1458,1404,961,1369,1022,1023,992,1004,1256,1634,361
1554,1660,961,1118,1149,624,1122,630,1081,1605,816,1097,784,1030,1302,1564,991
1391,1400,1112,1151,1012,1168,1019,934,1026,1418,1310,943,1216,955,1123,1289,390
803,1562,745,1442,777,1528,1230,1008,1143,1338,1319,878,1307,961,1106,1228,472
650,1314,537,1671,1270,1602,1201,871,1044,1551,1105,1030,1275,903,1277,1095,540
1004,1174,411,1031,1171,770,1740,1583,1124,1453,982,956,937,912,1308,1493,297
1243,1603,567,1300,919,1504,1296,724,1238,1413,1015,1058,920,993,1311,1332,143
882,947,710,1041,1352,1196,1611,1488,1071,1414,1053,913,1145,863,1188,1584,361
1158,1191,542,970,997,1323,1410,1553,1088,1552,1364,1060,832,913,1349,1113,485
1618,1280,817,1002,1081,981,1076,1203,1096,1437,1173,977,1117,937,1137,1406,390
1654,1572,1138,999,1008,532,927,735,972,1445,918,1093,927,1020,1272,1617,991
857,1367,614,1573,1420,1572,989,822,1071,1460,1081,1040,1406,885,1299,1038,540
792,1284,864,1328,932,1626,1320,808,1171,1436,1181,1007,1264,1006,1261,954,472
987,1404,583,1224,1075,1578,1458,794,1199,1465,1008,1072,964,1000,1273,1299,143
809,1170,736,1074,1293,1263,1515,1344,1048,1426,971,999,1006,1002,1375,1453,361
1671,1497,1166,963,763,716,1273,786,1121,1459,963,1006,1042,954,1225,1479,390
1683,1592,833,1166,985,750,1186,633,977,1671,909,1091,853,950,1181,1585,991
1223,1168,617,1090,1062,961,1546,1556,1113,1306,1026,929,1074,906,1213,1628,297
1032,1142,703,864,1020,1340,1263,1582,1086,1350,1432,1099,937,968,1371,1037,485
754,1533,777,1240,1073,1638,1155,913,1133,1334,1278,982,1311,952,1187,1103,472
904,1111,782,1602,1163,1729,1035,819,1047,1389,1075,998,1345,1041,1349,1036,540
1109,1333,505,1082,964,1163,1563,1502,1072,1402,918,1054,847,956,1314,1605,297
1019,1269,585,1434,861,1722,1343,733,1117,1254,879,1225,918,1138,1376,1373,143
606,1354,826,910,1135,1471,1629,1078,1072,1340,884,1074,993,999,1510,1386,361
864,1573,595,1398,988,1670,1055,873,1103,1358,1230,973,1176,1057,1193,1190,472
837,1345,551,1603,1148,1713,1167,771,1071,1458,1027,1135,1232,956,1299,1102,540
1714,1696,855,1071,1062,739,1046,662,1019,1540,1003,1047,910,887,1266,1582,991
1696,1401,994,914,849,1215,1209,932,1126,1353,1203,987,1110,915,1381,1205,390
1150,981,804,987,787,1504,1163,1637,1016,1192,1337,1222,915,1047,1337,1214,485
1139,1393,483,1351,1148,1452,1312,996,1069,1288,972,1069,1021,997,1285,1552,143
917,1338,444,1184,985,986,1680,1481,1092,1355,921,1044,1010,925,1339,1581,297
1708,1362,927,908,850,802,1108,1213,1095,1412,1132,1039,1021,947,1195,1439,390
1055,1366,658,1502,1208,1591,1135,650,1068,1348,1109,1093,1341,928,1285,1108,540
1744,1359,1187,1007,878,599,923,981,988,1424,969,1177,967,1063,1205,1487,991
1032,1531,693,1193,1123,1690,1153,711,1084,1214,1282,1080,1362,1013,1183,1062,472
823,1103,837,1106,1431,1163,1413,1298,1014,1175,864,1050,1280,964,1314,1572,361
1240,1188,555,1311,1097,1464,1315,943,1071,1544,759,1148,811,1030,1417,1500,143
1179,1079,695,1082,1152,1253,1205,1635,1047,1439,1282,1177,853,992,1362,1128,485
1130,1256,491,1243,1137,751,1508,1481,1118,1303,1088,929,950,973,1307,1550,297
858,1124,491,1609,1290,1712,1230,749,1108,1457,1108,934,1255,930,1279,1209,540
1676,1445,1035,1249,948,596,946,789,970,1530,959,1073,966,964,1130,1643,991
858,1463,787,1424,989,1493,1177,959,1034,1315,1292,964,1349,946,1052,1328,472
650,1144,647,1590,1273,1694,1113,994,1129,1407,1049,986,1316,917,1209,1267,540
1065,978,519,1218,1281,1479,1539,989,1127,1270,887,1144,882,1011,1496,1431,143
1539,1448,811,1214,905,1192,1099,886,1116,1350,1165,917,1153,886,1156,1537,390
778,956,914,1086,1355,1368,1465,1358,986,1449,937,941,1115,1018,1239,1567,361
1219,1063,772,917,1038,1281,1332,1632,1079,1459,1300,1116,860,987,1313,1166,485
834,938,586,942,1126,1184,1659,1709,1161,1344,880,1033,832,1079,1249,1665,297
838,1417,744,1697,1331,1481,955,775,1018,1470,1058,1010,1323,1018,1189,1194,540
942,1528,744,1262,940,1429,1181,875,1094,1369,1252,976,1363,1071,1125,1030,472
1607,1573,1162,1231,1167,681,858,738,1086,1489,879,1142,895,937,1229,1623,991
1258,1188,1021,1098,1002,1296,1395,1009,1079,1598,1034,1027,1054,898,1177,1401,390
994,1414,468,1306,976,1251,1499,1364,1170,1364,874,991,956,1037,1304,1552,297
786,1607,414,1134,1264,1199,1587,1267,1038,1380,990,1075,993,1033,1299,1472,361
997,1081,603,1269,979,1739,1497,853,1197,1534,934,1133,785,1121,1416,1160,143
851,1245,543,1084,1009,1579,1293,1513,1057,1466,1431,1106,896,971,1292,1061,485
819,1259,493,1700,1218,1674,1200,716,1051,1387,1092,1050,1383,1013,1297,1007,540
751,1519,682,1326,1057,1696,1164,908,1085,1495,1159,1075,1105,1140,1219,1002,472
1732,1488,1013,858,1028,903,1163,872,1117,1434,1125,937,1084,903,1274,1393,390
1152,1414,463,1132,981,837,1636,1585,1069,1414,983,1022,801,995,1330,1594,297
1742,1399,989,1086,1029,767,1101,734,982,1420,932,1131,909,1060,1251,1595,991
938,1070,621,1096,1238,1377,1330,1505,1021,1334,917,1031,1000,1096,1259,1582,361
1183,1196,474,1278,1176,1711,1268,895,1135,1311,941,1114,843,1145,1490,1301,143
921,1178,633,985,1045,1702,1148,1589,1159,1291,1392,1078,919,997,1412,1032,485
1464,1218,989,1047,848,969,1239,1316,1066,1416,1183,907,1113,966,1184,1445,390
560,1320,567,1652,1178,1709,1157,681,1129,1246,1056,1042,1346,1022,1332,1107,540
1026,1361,732,1250,1048,1528,1056,884,1127,1399,1204,1048,1200,1036,1233,1033,472
1557,1666,1080,1255,1077,687,945,786,1033,1516,968,1087,957,935,1172,1512,991
1028,1302,396,1095,1014,1064,1666,1503,1147,1534,838,965,839,1013,1372,1517,297
658,1197,827,1113,1379,1098,1468,1484,1044,1404,1005,910,1173,920,1236,1588,361
691,1391,544,1452,1287,1731,1126,694,1119,1614,961,1163,1043,1014,1455,906,540
1280,1298,522,1362,1146,1642,1197,744,1133,1509,1012,1068,848,1003,1237,1462,143
1131,1100,948,1008,948,1304,1145,1554,1026,1472,1364,1175,909,953,1258,1123,485
1562,1500,866,1152,933,1190,1142,831,1107,1536,1121,1103,939,1011,1278,1185,390
1203,1406,700,1157,954,1049,1429,1315,1081,1472,883,1046,898,974,1280,1614,297
1733,1321,1260,1214,1107,811,811,616,956,1507,675,1124,987,915,1167,1718,991
780,1445,744,1329,1019,1739,1170,926,1106,1433,1270,1006,1270,958,1209,1028,472
849,1371,697,938,1170,1093,1645,1326,959,1262,981,1036,1156,953,1328,1542,361
645,1256,589,1523,1338,1744,1176,751,980,1514,1046,1046,1348,954,1304,1088,540
1065,1116,730,1051,929,1613,1247,1484,1116,1530,1274,1074,836,958,1290,1202,485
1641,1538,1003,962,997,668,1236,850,1032,1506,852,1113,829,996,1352,1594,991
1142,1332,622,1156,1179,906,1380,1563,1025,1301,964,1004,1039,988,1197,1696,361
1627,1396,891,1032,831,1034,1292,1052,1181,1531,1050,931,986,909,1293,1399,390
1023,1479,544,1106,918,906,1605,1516,1125,1516,935,957,778,988,1366,1615,297
790,1462,946,1224,962,1533,1278,940,1139,1406,1273,1023,1278,988,1218,955,472
1145,1322,511,1248,952,1371,1540,1024,1121,1353,819,1204,749,1092,1463,1433,143
845,1489,558,1540,1091,1576,1137,832,1082,1427,1249,980,1264,918,1238,1122,540
1528,1276,951,1027,854,1012,1392,1166,1084,1425,1005,825,1148,971,1291,1477,390
1118,1191,763,961,998,1571,1013,1549,967,1406,1390,1151,917,1016,1267,1166,485
1015,1161,650,1096,1091,1293,1522,1303,1052,1236,992,874,1059,1011,1292,1716,361
1114,1498,410,1057,972,691,1716,1599,1010,1322,942,945,991,1015,1144,1714,297
1683,1592,1098,1207,933,766,828,857,998,1364,1019,997,1071,969,1156,1674,991
656,1716,776,1163,872,1671,1390,890,1027,1379,1306,993,1343,998,1142,1092,472
728,1009,560,1341,1189,1642,1500,922,1029,1426,1150,1073,920,1078,1275,1329,143
1526,1170,1024,1089,971,914,1298,1193,964,1446,1220,936,1222,854,1044,1585,390
974,866,772,983,922,1658,1220,1584,1075,1385,1416,1048,979,942,1236,1199,485
969,1616,719,1110,992,1021,1325,1495,1031,1315,919,956,1110,921,1228,1654,297
1009,1214,654,1582,1202,1648,1054,684,1040,1510,1005,1019,1223,1028,1365,1090,540
848,1453,866,974,1162,1063,1483,1318,1020,1360,950,1018,1008,931,1413,1551,361
1735,1690,1102,1034,939,626,1093,623,1003,1404,1124,995,974,983,1221,1539,991
964,1539,713,1195,823,1656,1195,1002,1178,1434,1182,1021,1134,1030,1270,1031,472
1267,1325,586,1172,1080,1659,1444,740,1138,1316,1160,1029,1047,1012,1304,1274,143
1007,1374,594,998,1032,1451,1147,1562,1048,1490,1352,1116,908,929,1271,1166,485
1564,1205,1032,991,1189,1005,1112,1027,1086,1514,1146,1023,954,987,1265,1305,390
1016,979,606,1076,935,996,1744,1618,1128,1371,848,912,925,1003,1345,1649,297
1167,1155,779,1082,990,891,1617,1417,1039,1241,802,1028,1005,972,1346,1744,361
783,1073,597,1512,1343,1743,1410,712,1112,1510,906,1074,1117,988,1370,1201,540
1705,1670,923,1027,1007,726,1135,803,983,1513,845,1063,970,913,1265,1695,991
1182,1643,669,1142,1056,1584,1116,740,1002,1449,1342,1147,1145,1032,1173,990,472
1210,964,900,994,982,1325,1195,1710,1128,1358,1322,1020,945,931,1247,1329,485
1659,1375,810,933,887,1115,1353,945,1079,1475,1037,960,1017,1032,1229,1451,390
1721,1479,1002,1193,940,946,963,757,949,1585,851,1217,927,1005,1175,1512,991
911,1627,838,1225,1040,1543,1063,955,1168,1466,1200,1060,1105,1007,1318,956,472
781,1282,801,1139,1262,1284,1328,1391,1138,1393,928,931,1112,1003,1204,1520,361
734,1067,678,1441,1209,1744,1376,677,1190,1432,1054,1002,1267,926,1288,1121,540
1296,1263,423,1246,934,1603,1413,793,1104,1320,983,1243,808,1107,1384,1331,143
1180,1420,600,1053,934,1187,1377,1388,1045,1344,956,1029,1014,984,1175,1689,297
1427,1211,725,1014,898,1242,1063,1606,989,1388,1336,1209,878,1021,1421,1038,485
1034,1396,672,1679,1331,1545,915,673,1075,1399,1060,1096,1279,906,1321,1144,540
1726,1621,1213,1083,1056,636,916,760,984,1428,964,1180,996,974,1129,1541,991
1651,1308,923,1096,1040,1145,1075,994,1064,1490,1211,916,1124,874,1156,1445,390
843,1411,727,1361,867,1680,1409,771,1165,1469,1093,1009,1201,1110,1188,1015,472
1118,1437,689,1244,955,882,1424,1488,1082,1323,955,1000,962,1019,1305,1599,297
710,1420,788,1252,1501,1051,1269,1183,1029,1286,953,980,1141,1019,1370,1502,361
