l5e1,l5e2,l5e3,l5e4,l5e5,l5e6,l5e7,l5e8,l7e1,l7e2,l7e3,l7e4,l7e5,l7e6,l7e7,l7e8,maj_class
571,1316,457,1743,1245,1744,903,688,1113,1318,1084,1086,1396,1025,1248,1010,540
1744,1067,1148,1018,834,837,1129,1252,1062,1417,1199,911,1129,957,1170,1435,390
543,1076,745,1052,1431,1318,1466,1582,1011,1375,911,905,1077,1036,1290,1626,361
1742,1736,1150,1130,985,153,889,806,1015,1452,903,1027,1015,928,1129,1718,991
1166,1266,521,1369,1005,1587,1320,771,1106,1363,988,1123,754,1188,1428,1330,143
830,1518,917,1171,929,1661,1221,809,1096,1447,1389,1007,1313,991,1145,863,472
971,1337,382,1056,1006,995,1614,1608,1142,1452,911,951,838,941,1355,1617,297
1054,949,578,935,899,1706,1083,1718,1085,1396,1452,1160,825,985,1403,974,485
634,1314,481,1659,1385,1744,1067,498,1124,1599,1023,1092,1210,994,1435,803,540
723,1284,778,963,1174,1086,1607,1352,1051,1251,921,885,1136,947,1383,1672,361
1744,1350,1337,1125,1026,373,817,581,936,1488,661,1126,910,1034,1180,1720,991
1702,1453,1040,937,753,1086,936,1082,1123,1450,1265,976,1085,837,1190,1354,390
1053,944,720,864,901,1655,1231,1652,1054,1519,1445,1138,776,920,1259,1169,485
714,1525,440,1149,940,854,1724,1644,1146,1463,995,920,766,1035,1367,1567,297
649,1501,780,1345,996,1652,1266,898,1116,1344,1313,961,1363,1080,1188,915,472
1036,1427,619,1012,1189,981,1499,1504,1046,1176,984,942,1047,1012,1195,1708,361
590,1240,555,1651,1189,1744,1174,673,1100,1424,1095,1006,1443,872,1369,971,540
971,1180,559,1304,1002,1659,1507,797,1146,1374,784,1279,672,1098,1487,1440,143
1744,1744,1206,1143,1101,388,754,568,888,1481,1083,1007,1037,943,1097,1706,991
1654,1224,1106,977,840,981,1167,1017,1033,1470,1095,959,1150,995,1190,1388,390
890,1550,375,1054,990,745,1695,1685,1001,1326,947,866,1065,904,1159,1744,297
704,1722,730,1218,851,1719,1265,684,1114,1415,1343,978,1410,913,1040,1067,472
1045,897,777,739,890,1717,1103,1663,1138,1328,1580,1044,823,958,1373,1021,485
664,1173,758,1054,1244,1086,1647,1404,1041,1250,891,987,1021,990,1484,1527,361
996,912,612,1292,1076,1669,1575,799,1015,1445,1041,1114,790,1162,1354,1359,143
1744,1744,1155,1077,942,285,940,408,952,1505,937,1130,911,968,1188,1636,991
1744,1536,1175,875,972,696,973,960,1020,1515,1314,947,1163,837,1123,1361,390
552,1279,496,1661,1386,1690,1023,735,1090,1478,1073,1014,1359,1007,1288,971,540
990,1356,558,972,979,737,1609,1718,1055,1326,929,898,960,945,1269,1672,297
945,981,716,940,895,1706,1126,1722,1078,1453,1459,1168,848,943,1339,992,485
857,1707,779,1322,928,1724,1107,707,1127,1331,1304,1023,1266,1118,1198,913,472
852,1170,847,1050,1108,808,1580,1595,1038,1192,759,961,1089,957,1346,1725,361
1744,1617,1120,1078,942,451,953,576,905,1594,828,1122,882,963,1185,1734,991
573,1043,490,1602,1562,1744,1150,422,1139,1427,904,1150,1298,995,1304,1063,540
1710,1318,963,897,962,1102,1336,827,1078,1549,1148,930,1090,950,1210,1325,390
717,1606,811,1369,1051,1736,1009,675,1201,1362,1229,1048,1321,1047,1183,889,472
1180,1167,382,1277,893,1729,1553,705,1197,1277,800,1263,788,1132,1469,1354,143
958,1245,462,1001,944,978,1625,1715,1074,1334,933,958,899,924,1282,1744,297
1184,1142,733,945,917,1274,1127,1736,1164,1372,1560,1089,800,978,1449,868,485
578,1177,540,1690,1315,1644,1298,586,1162,1431,987,1035,1339,901,1475,950,540
1744,1658,1424,985,1019,273,820,552,862,1492,791,1196,944,971,1137,1730,991
827,1277,814,988,1429,937,1391,1421,1005,1332,815,880,1092,1058,1289,1733,361
