l5e1,l5e2,l5e3,l5e4,l5e5,l5e6,l5e7,l5e8,l7e1,l7e2,l7e3,l7e4,l7e5,l7e6,l7e7,l7e8,maj_class
652,1185,556,1684,1314,1744,1185,608,1122,1520,961,1016,1269,976,1341,1075,540
1152,1256,478,1147,934,1001,1578,1493,1098,1334,981,919,936,975,1287,1650,297
1187,1179,678,1014,771,1558,921,1687,1076,1310,1588,1116,907,1000,1270,1013,485
1740,1555,1037,1192,912,880,910,924,971,1311,1213,969,1231,968,1187,1430,390
921,1689,727,1352,798,1733,1035,770,1176,1204,1421,929,1370,1008,1144,1028,472
1744,1616,1078,1059,1054,391,862,653,988,1548,983,1147,855,973,1225,1523,991
1125,1214,525,1288,1118,1517,1463,813,1184,1395,882,1200,722,1119,1487,1291,143
1031,1225,421,1064,1114,945,1713,1648,1150,1384,859,962,877,976,1363,1649,297
555,1346,526,1670,1400,1744,1119,652,1096,1505,1128,1050,1373,871,1372,834,540
722,1373,670,924,1373,1106,1604,1372,1136,1472,922,897,1127,845,1292,1585,361
1744,1377,926,912,976,765,1155,1152,1009,1413,1346,867,1208,982,1138,1317,390
1744,1712,1201,1049,996,328,853,630,959,1381,879,1061,984,960,1178,1699,991
1112,1075,639,988,927,1598,1228,1650,1078,1585,1496,1043,844,907,1276,1051,485
930,1530,825,1293,830,1529,1276,841,1218,1358,1320,981,1292,981,1227,903,472
1031,1417,470,1284,1012,1534,1482,641,1232,1577,852,1189,758,1100,1411,1159,143
744,1202,506,1665,1428,1744,1031,602,1070,1396,972,1150,1385,966,1327,1014,540
696,1182,715,1091,1276,1342,1475,1415,1076,1395,980,985,1035,959,1341,1509,361
968,1013,611,968,1088,960,1682,1696,1006,1378,989,914,1067,868,1212,1703,297
1718,1412,1204,954,750,747,1234,710,1108,1444,1012,1034,997,958,1211,1508,390
898,1635,817,1107,969,1682,1179,805,1109,1454,1316,922,1339,875,1225,1040,472
1744,1653,997,1019,960,564,1086,673,983,1548,903,1063,871,920,1166,1704,991
1125,982,716,898,916,1430,1223,1743,1050,1263,1565,1130,933,985,1408,912,485
828,1312,538,1333,985,1738,1529,720,1192,1421,891,1221,757,1059,1423,1316,143
958,1291,555,1632,1228,1632,1081,570,1053,1466,996,1004,1312,1013,1322,1114,540
1034,1328,489,1099,835,981,1654,1609,1052,1274,967,1029,948,973,1248,1664,297
591,1495,763,926,1260,1267,1644,1162,1068,1367,911,1027,1071,981,1410,1445,361
848,1673,598,1351,1002,1744,1023,730,1076,1375,1357,957,1252,1027,1131,1105,472
1744,1604,948,1283,907,690,929,673,1002,1521,973,1090,1002,874,1251,1540,991
1703,1181,896,900,876,1076,1151,1127,1133,1335,1165,952,1186,839,1252,1418,390
749,1464,575,1616,1258,1648,994,559,1060,1399,1069,1172,1318,1039,1343,880,540
1195,1567,525,1286,1049,1544,1144,811,1099,1362,1005,1042,891,1047,1300,1500,143
982,1100,711,1110,967,1378,1246,1610,1121,1462,1320,1191,756,1037,1508,885,485
958,1291,453,1020,1070,773,1689,1552,1112,1361,978,972,947,894,1280,1624,297
1744,1499,785,1184,771,996,1141,885,1116,1345,1103,901,1131,943,1155,1586,390
758,1150,619,1668,1214,1664,1164,757,1134,1417,1146,969,1320,909,1356,1029,540
893,802,998,911,1374,1137,1443,1651,962,1332,915,1006,1164,922,1250,1619,361
831,1521,725,1386,966,1693,999,869,1077,1373,1223,1063,1267,1077,1199,1001,472
1744,1437,1171,1162,898,594,974,694,962,1517,806,1164,974,1013,1159,1648,991
1123,884,570,1380,1140,1439,1495,1032,1077,1247,783,1176,893,1148,1434,1522,143
1207,745,900,849,1043,1359,1227,1744,1084,1365,1416,1132,843,994,1414,1032,485
537,1243,609,1666,1265,1688,1067,832,1083,1401,1100,998,1422,994,1149,1133,540
1055,1173,525,938,1164,860,1608,1629,1069,1306,928,887,861,1065,1269,1710,297
757,1606,761,1301,891,1648,1136,776,1130,1382,1262,993,1396,959,1154,1004,472
1744,1689,1172,1163,984,498,878,676,1016,1467,951,1151,937,946,1105,1673,991
721,1308,739,1012,1364,1054,1538,1416,986,1365,893,986,1059,1006,1281,1616,361
947,1108,562,1234,1012,1638,1524,765,1199,1267,933,1181,827,1097,1529,1227,143
610,1211,603,1620,1485,1686,1109,686,1027,1499,936,1026,1360,994,1279,1159,540
1725,1306,1156,1001,906,910,1201,971,1062,1502,1075,902,1065,901,1119,1654,390
1026,1304,529,1177,1043,972,1598,1533,1223,1361,834,992,795,984,1450,1551,297
747,1680,668,1402,915,1695,1138,746,1120,1431,1297,1047,1278,1166,1133,808,472
1077,1094,851,953,994,1382,1207,1632,1011,1390,1429,1088,845,955,1305,1215,485
1675,1365,999,863,941,951,1226,987,1108,1429,1206,955,1090,900,1280,1312,390
845,1322,531,1096,1254,1161,1564,1453,1071,1334,917,1004,993,982,1331,1621,361
922,1209,494,1208,1030,836,1650,1614,1111,1374,910,921,909,980,1290,1646,297
664,1359,581,1682,1155,1744,1112,726,1138,1287,1040,966,1436,1005,1344,1064,540
1744,1606,1053,1102,1036,504,1012,631,967,1457,910,1117,904,1034,1192,1679,991
1200,1241,554,1357,1061,1424,1340,871,1103,1378,935,1030,766,1109,1425,1522,143
895,1120,567,961,1026,1620,1177,1591,1143,1337,1437,1085,891,987,1436,964,485
839,1470,723,1254,1098,1733,1142,819,1134,1485,1217,1065,1214,1062,1248,855,472
1619,1311,1129,1030,811,1002,1191,1116,1059,1433,1230,903,1170,970,1173,1342,390
920,1379,591,1577,1240,1744,930,510,1144,1378,983,1066,1347,916,1399,1047,540
731,1093,944,1076,1296,1176,1390,1557,957,1358,959,868,1248,1019,1156,1707,361
1695,1463,1175,1160,1145,603,1021,724,1009,1465,732,1175,839,1004,1224,1744,991
1026,1410,493,1122,1075,820,1690,1525,1146,1361,849,947,977,921,1376,1650,297
1164,1407,463,1275,1071,1703,1240,786,1162,1412,996,1114,730,1154,1366,1346,143
954,1074,664,860,1060,1700,1023,1713,1052,1467,1507,1090,874,941,1277,1070,485
1741,1450,936,1010,805,1060,941,1090,1093,1426,1259,1041,1103,883,1171,1304,390
804,1499,722,1381,959,1651,1132,887,1144,1381,1245,1023,1248,1022,1221,996,472
804,1392,661,932,1199,1004,1733,1474,967,1225,953,1059,1156,958,1329,1577,361
1744,1359,1169,1195,1099,629,937,696,903,1473,717,1077,1048,1003,1116,1744,991
571,1016,663,1623,1476,1681,1152,658,1049,1657,1001,1095,1173,955,1330,1014,540
831,1493,576,1138,888,990,1633,1614,1160,1485,1074,968,803,986,1350,1454,297
1171,1425,700,1013,1174,831,1385,1470,1092,1288,1036,888,1040,921,1179,1626,361
974,1161,513,949,896,1716,1281,1569,1035,1417,1373,1179,905,1007,1312,1052,485
1566,1289,902,1073,952,1180,1233,1022,1150,1501,1025,965,1042,931,1298,1368,390
1744,1543,1237,1032,1088,438,786,812,935,1409,1119,1010,1088,925,1123,1636,991
1127,1109,617,1341,1008,1477,1512,899,1074,1353,787,1212,795,1108,1466,1485,143
803,1375,555,1504,1070,1617,1153,864,1125,1365,1276,924,1391,842,1250,1107,540
941,1491,546,1062,1058,770,1606,1616,1032,1524,973,930,867,959,1192,1698,297
695,1586,739,1285,886,1577,1395,1019,1102,1319,1268,996,1400,998,1131,1066,472
1561,1330,1381,925,646,919,1043,1202,994,1301,1221,954,1263,974,1165,1408,390
827,1714,826,1219,905,1715,1104,714,1062,1424,1346,1023,1341,952,1057,1075,472
914,1165,585,1066,1194,1201,1721,1266,1075,1268,931,1015,1037,1033,1459,1458,361
1734,1688,1065,1290,973,582,940,496,968,1446,971,1050,963,978,1258,1545,991
943,1123,846,850,865,1685,1104,1697,1087,1347,1556,1009,954,984,1363,980,485
886,1431,639,1027,1036,828,1560,1636,1001,1328,935,868,1093,916,1246,1722,297
770,1147,617,1304,1142,1674,1577,912,1053,1461,1053,1020,882,1115,1289,1407,143
504,1250,554,1583,1387,1675,1185,705,1094,1490,1039,991,1296,1002,1310,1033,540
887,1337,810,982,1100,1130,1446,1467,1062,1184,943,997,1090,932,1315,1670,361
1029,1160,645,956,918,1577,1135,1617,1060,1426,1412,1146,880,931,1320,1105,485
957,1169,615,1117,976,859,1742,1679,1086,1395,905,889,947,982,1257,1710,297
1744,1475,1032,932,1073,855,1060,858,1041,1530,1299,987,1109,912,1195,1207,390
936,1459,831,1214,1034,1620,1154,893,1091,1438,1313,1025,1256,1039,1183,935,472
1744,1650,1069,1008,875,674,845,641,936,1502,966,1057,905,1000,1244,1601,991
761,1108,545,1565,1465,1722,1172,618,1107,1417,957,1126,1241,991,1291,1150,540
1126,1051,534,1327,859,1672,1491,782,1186,1275,792,1195,830,1148,1438,1416,143
1625,1411,969,852,943,1073,1353,838,1072,1570,1075,913,1045,975,1177,1453,390
763,1609,824,1238,1084,1709,1121,779,1193,1452,1160,1057,1214,1008,1198,998,472
742,1100,724,1173,1157,1131,1519,1630,1098,1290,812,898,1148,1000,1340,1624,361
1147,1110,808,991,876,1300,1190,1721,1125,1360,1496,1059,902,947,1349,1037,485
1744,1535,1130,1145,964,725,880,724,963,1634,825,1204,875,965,1222,1589,991
1115,1493,651,1016,903,998,1427,1611,1090,1319,975,959,979,947,1209,1702,297
608,1246,573,1616,1314,1712,1357,574,1089,1450,1001,1070,1288,972,1393,1017,540
1744,1601,1236,1069,993,548,799,561,899,1467,865,1090,1031,1002,1169,1576,991
866,899,578,1109,1131,1646,1231,1615,1119,1455,1376,1167,804,1014,1455,890,485
